,S,M,C,S^2,S M,S C,M^2,M C,C^2,S^3,S^2 M,S^2 C,S M^2,S M C,S C^2,M^3,M^2 C,M C^2,C^3,min(group_1),max(group_1),mean(group_1),std(group_1),median(group_1),mode(group_1)
1521,16.399773,0.382844,15.067134,16.29258,1.0835633,22.254736,0.2551168,1.8627849,23.63258,22.337593,3.043663,30.27877,0.7860999,4.639319,33.59608,0.16021144,1.2780719,6.687771,35.419106,0.3911842,14.69573,9.5837755,4.8862696,15.923028,0.3911842
1522,15.329331,0.58134276,16.150324,15.186072,1.4263568,22.591246,0.6347021,2.512567,25.403423,20.7926,3.9027047,29.948963,1.4287293,6.0854397,34.884277,0.6898469,2.1747022,8.946203,38.104576,0.6020764,15.741488,10.463371,4.9623456,14.89365,0.6020764
1523,13.638669,0.4717075,14.784931,13.431257,1.1972651,20.23647,0.41063565,2.1234486,23.170479,18.336775,3.1931725,26.61118,1.040399,5.027034,31.409578,0.35088277,1.6702559,7.4534225,34.718254,0.48478448,14.423146,9.241753,4.702411,13.266242,0.48478448
1524,18.54217,0.6938012,15.656253,18.496443,1.6708474,24.090351,0.86685157,2.8224034,24.596254,25.40724,4.8098507,33.353046,1.8002044,7.1254926,35.859455,1.0393021,2.5922978,9.960774,36.880566,0.7247959,15.264589,11.1438265,4.459696,17.98111,0.7247959
1525,16.399773,0.382844,15.067134,16.29258,1.0835633,22.254736,0.2551168,1.8627849,23.63258,22.337593,3.043663,30.27877,0.7860999,4.639319,33.59608,0.16021144,1.2780719,6.687771,35.419106,0.3911842,14.69573,9.5837755,4.8862696,15.923028,0.3911842
1526,13.658797,0.51839894,15.048438,13.4522,1.2817187,20.484753,0.5034051,2.2751687,23.601974,18.366127,3.4136274,26.861364,1.1961478,5.3778105,31.880117,0.4859709,1.8801097,7.979357,35.37269,0.53447706,14.677672,9.489851,4.721314,13.285631,0.53447706
1527,13.658797,0.51839894,15.048438,13.4522,1.2817187,20.484753,0.5034051,2.2751687,23.601974,18.366127,3.4136274,26.861364,1.1961478,5.3778105,31.880117,0.4859709,1.8801097,7.979357,35.37269,0.53447706,14.677672,9.489851,4.721314,13.285631,0.53447706
1528,17.643196,0.3832785,15.901653,17.57342,1.10589,23.807037,0.25579274,1.9014393,24.997284,24.122787,3.1555464,32.54882,0.8062926,4.805362,35.820377,0.16091344,1.3073053,6.920771,37.48871,0.39163896,15.501483,10.156889,5.1616035,17.117847,0.39163896
1529,13.710625,0.61584955,14.710309,13.506119,1.4520124,20.217827,0.7074243,2.544498,23.048237,18.44169,3.8808312,26.639463,1.5041746,6.0233502,31.326475,0.8033956,2.2645025,8.817941,34.532845,0.6394534,14.351058,9.646112,4.4136243,13.335548,0.6394534
1530,13.638669,0.4717075,14.784931,13.431257,1.1972651,20.23647,0.41063565,2.1234486,23.170479,18.336775,3.1931725,26.61118,1.040399,5.027034,31.409578,0.35088277,1.6702559,7.4534225,34.718254,0.48478448,14.423146,9.241753,4.702411,13.266242,0.48478448
1531,18.489822,0.6707598,16.822504,18.44276,1.6319175,25.20632,0.8208694,2.8076108,26.500084,25.332584,4.6820846,34.431942,1.7371885,7.0824304,37.976894,0.9739352,2.5400882,10.1054535,39.767452,0.6994326,16.390047,11.606529,4.9306474,17.930853,0.6994326
1532,15.362489,0.6295278,15.695217,15.220398,1.5091138,22.197079,0.73605853,2.6331322,24.659945,20.84057,4.1427903,29.5897,1.5744697,6.38736,34.103912,0.847436,2.3498225,9.290961,36.97715,0.6543354,15.302206,10.423712,4.6964045,14.925546,0.6543354
1533,15.240657,0.40288505,14.892805,15.09425,1.1012472,21.375473,0.28723085,1.9180169,23.347158,20.664272,3.0336566,28.716455,0.8360831,4.6852365,32.603134,0.19491234,1.3649125,6.831727,34.98622,0.41218722,14.527349,9.376827,4.812507,14.808344,0.41218722
1534,15.846164,0.45690393,16.196775,15.720761,1.215157,22.970984,0.38255963,2.1440227,25.479263,21.539505,3.3563366,30.640408,1.0318115,5.245021,35.290848,0.31261477,1.6526405,7.727111,38.219578,0.4691054,15.786317,10.206805,5.18488,15.390749,0.4691054
1535,15.846164,0.45690393,16.196775,15.720761,1.215157,22.970984,0.38255963,2.1440227,25.479263,21.539505,3.3563366,30.640408,1.0318115,5.245021,35.290848,0.31261477,1.6526405,7.727111,38.219578,0.4691054,15.786317,10.206805,5.18488,15.390749,0.4691054
1536,15.927535,0.6092196,16.339615,15.804871,1.485362,23.154997,0.693489,2.6033273,25.712421,21.65694,4.1045403,30.869175,1.5236174,6.3591576,35.5938,0.7817891,2.290691,9.291864,38.573128,0.63225365,15.924157,10.743366,4.9585915,15.468998,0.63225365
1537,13.658797,0.51839894,15.048438,13.4522,1.2817187,20.484753,0.5034051,2.2751687,23.601974,18.366127,3.4136274,26.861364,1.1961478,5.3778105,31.880117,0.4859709,1.8801097,7.979357,35.37269,0.53447706,14.677672,9.489851,4.721314,13.285631,0.53447706
1538,17.010653,0.3808662,15.394301,16.922445,1.0903686,22.937439,0.25205132,1.871289,24.167923,23.215899,3.0883198,31.315304,0.78859127,4.6975155,34.538395,0.15704323,1.2796671,6.7589636,36.231,0.38911483,15.011676,9.821202,4.995823,16.510149,0.38911483
1539,18.402714,0.57754385,18.234573,18.35342,1.4738529,26.497513,0.62668765,2.5914862,28.798424,25.20832,4.195146,35.644268,1.4654727,6.515192,40.471275,0.6772617,2.220385,9.539713,43.252052,0.5979756,17.751566,11.916756,5.648489,17.847223,0.5979756
1540,17.266325,0.6954721,14.538063,17.185715,1.6534184,22.245937,0.8701378,2.771401,22.76598,23.58277,4.688514,30.775866,1.7883453,6.894849,33.101616,1.0438726,2.5637083,9.575622,34.104736,0.7266398,14.184644,10.419738,4.0876784,16.755806,0.7266398
1541,17.132273,0.59797496,17.258522,17.047705,1.487728,24.779276,0.6697991,2.6109524,27.210543,23.390467,4.17428,33.191826,1.5088346,6.4722843,37.96402,0.7448582,2.2737293,9.46303,40.844654,0.6200627,16.810587,11.327329,5.284335,16.62701,0.6200627
1542,15.277889,0.47903436,16.00802,15.132805,1.244827,22.428047,0.42479673,2.2026052,25.171036,20.718159,3.4055037,29.759378,1.0966396,5.339479,34.601906,0.37070718,1.7437172,7.889267,37.752186,0.49255797,15.604148,10.087452,5.0942,14.844161,0.49255797
1543,15.8269005,0.4178741,15.614263,15.700849,1.1413335,22.41891,0.31245682,1.9979048,24.527613,21.5117,3.1641717,30.092886,0.8976386,4.907141,34.244682,0.2240236,1.4579269,7.1811028,36.776474,0.4279353,15.224052,9.836312,5.036468,15.372225,0.4279353
1544,15.362489,0.6295278,15.695217,15.220398,1.5091138,22.197079,0.73605853,2.6331322,24.659945,20.84057,4.1427903,29.5897,1.5744697,6.38736,34.103912,0.847436,2.3498225,9.290961,36.97715,0.6543354,15.302206,10.423712,4.6964045,14.925546,0.6543354
1545,15.362489,0.6295278,15.695217,15.220398,1.5091138,22.197079,0.73605853,2.6331322,24.659945,20.84057,4.1427903,29.5897,1.5744697,6.38736,34.103912,0.847436,2.3498225,9.290961,36.97715,0.6543354,15.302206,10.423712,4.6964045,14.925546,0.6543354
1546,14.164172,0.463655,15.091381,13.97763,1.1939234,20.862438,0.39527127,2.1138995,23.67227,19.102177,3.2138665,27.547411,1.0237346,5.0479846,32.284748,0.32976285,1.645606,7.4696217,35.479298,0.47625127,14.719148,9.446943,4.8133216,13.772305,0.47625127
1547,17.815842,0.6547628,16.847313,17.750875,1.5946906,24.821121,0.78829414,2.761031,26.540527,24.369862,4.5316367,33.650463,1.6839001,6.909796,37.63589,0.92616135,2.480614,9.938653,39.828773,0.6818928,16.413979,11.451115,4.993375,17.28367,0.6818928
1548,15.362489,0.6295278,15.695217,15.220398,1.5091138,22.197079,0.73605853,2.6331322,24.659945,20.84057,4.1427903,29.5897,1.5744697,6.38736,34.103912,0.847436,2.3498225,9.290961,36.97715,0.6543354,15.302206,10.423712,4.6964045,14.925546,0.6543354
1549,17.626072,0.36755604,15.066468,17.55581,1.0740068,22.977642,0.23191978,1.8136932,23.631493,24.098265,3.0731015,31.714378,0.75144786,4.604723,34.2748,0.13688353,1.206603,6.5386863,35.417454,0.3752024,14.695087,9.721837,4.8958063,17.101398,0.3752024
1550,18.341694,0.46814775,17.967857,18.29082,1.2794638,26.208712,0.40381718,2.2530112,28.364862,25.121243,3.6440642,35.325817,1.1102526,5.6735163,39.958485,0.34145847,1.7562517,8.330513,42.594746,0.4810109,17.494492,11.449147,5.7516074,17.788637,0.4810109
1551,17.707788,0.49957967,17.780863,17.63982,1.3260639,25.63245,0.46534044,2.3406453,28.060741,24.215244,3.7429342,34.375633,1.2061011,5.843333,39.24292,0.42916557,1.8867654,8.600453,42.13367,0.5144035,17.314232,11.351906,5.6451254,17.179888,0.5144035
1552,17.626072,0.36755604,15.066468,17.55581,1.0740068,22.977642,0.23191978,1.8136932,23.631493,24.098265,3.0731015,31.714378,0.75144786,4.604723,34.2748,0.13688353,1.206603,6.5386863,35.417454,0.3752024,14.695087,9.721837,4.8958063,17.101398,0.3752024
1553,15.301355,0.52905357,16.241348,15.1571045,1.3348349,22.6553,0.5252769,2.3624215,25.552029,20.752117,3.6475623,29.992764,1.2625246,5.719163,35.025887,0.51927316,1.9642377,8.450644,38.329914,0.5458691,15.829332,10.338683,5.0936275,14.866736,0.5458691
1554,17.815842,0.6547628,16.847313,17.750875,1.5946906,24.821121,0.78829414,2.761031,26.540527,24.369862,4.5316367,33.650463,1.6839001,6.909796,37.63589,0.92616135,2.480614,9.938653,39.828773,0.6818928,16.413979,11.451115,4.993375,17.28367,0.6818928
1555,15.301355,0.52905357,16.241348,15.1571045,1.3348349,22.6553,0.5252769,2.3624215,25.552029,20.752117,3.6475623,29.992764,1.2625246,5.719163,35.025887,0.51927316,1.9642377,8.450644,38.329914,0.5458691,15.829332,10.338683,5.0936275,14.866736,0.5458691
1556,13.638669,0.4717075,14.784931,13.431257,1.1972651,20.23647,0.41063565,2.1234486,23.170479,18.336775,3.1931725,26.61118,1.040399,5.027034,31.409578,0.35088277,1.6702559,7.4534225,34.718254,0.48478448,14.423146,9.241753,4.702411,13.266242,0.48478448
1557,17.028336,0.40626535,16.170298,16.940659,1.1406391,23.692274,0.29283163,1.9861488,25.436031,23.241283,3.2182012,32.06882,0.8769505,4.960851,35.955685,0.20123895,1.4226694,7.2213035,38.154022,0.4157357,15.760762,10.248574,5.2307734,16.52714,0.4157357
1558,18.280064,0.37102538,15.746626,18.227583,1.0916708,24.029318,0.23708284,1.8551958,24.743969,25.033272,3.1456652,33.141346,0.77262557,4.737751,35.886295,0.14194569,1.2448844,6.75743,37.10457,0.3788262,15.351835,10.144187,5.118905,17.729464,0.3788262
1559,13.658797,0.51839894,15.048438,13.4522,1.2817187,20.484753,0.5034051,2.2751687,23.601974,18.366127,3.4136274,26.861364,1.1961478,5.3778105,31.880117,0.4859709,1.8801097,7.979357,35.37269,0.53447706,14.677672,9.489851,4.721314,13.285631,0.53447706
1560,16.436195,0.4453639,16.45886,16.330166,1.2046001,23.59209,0.36121044,2.1202056,25.907013,22.390028,3.357281,31.609064,1.0024006,5.231351,36.118477,0.28452173,1.6095948,7.6873884,38.868183,0.45690748,16.039219,10.390729,5.2848268,15.958041,0.45690748
1561,18.318441,0.42402005,17.36607,18.266964,1.1964355,25.624514,0.32308534,2.0922713,27.385675,25.088057,3.420533,34.740917,0.95811075,5.289486,38.86416,0.2367519,1.5409945,7.72059,41.110188,0.43440244,16.914297,11.046035,5.606786,17.766314,0.43440244
1562,17.864151,0.68548113,15.798941,17.800518,1.6465306,23.837864,0.8503875,2.8042827,24.82946,24.438965,4.697453,32.709126,1.7692674,7.0269504,35.755283,1.016195,2.5655324,9.919769,37.234215,0.71562356,15.402336,11.079889,4.5435233,17.330069,0.71562356
1563,15.895501,0.55753624,16.63781,15.771762,1.3960617,23.407076,0.58457994,2.4644039,26.198923,21.610716,3.847949,31.092175,1.3641617,6.0126595,36.09896,0.61121744,2.0938137,8.856338,39.310814,0.5764234,16.211872,10.705232,5.170467,15.438193,0.5764234
1564,15.240657,0.40288505,14.892805,15.09425,1.1012472,21.375473,0.28723085,1.9180169,23.347158,20.664272,3.0336566,28.716455,0.8360831,4.6852365,32.603134,0.19491234,1.3649125,6.831727,34.98622,0.41218722,14.527349,9.376827,4.812507,14.808344,0.41218722
1565,15.965154,0.65290797,15.670806,15.843747,1.559803,22.558966,0.7844873,2.7010891,24.620043,21.711214,4.3273563,30.314205,1.6517856,6.6093936,34.42896,0.92050683,2.4387956,9.526688,36.91664,0.6798627,15.278641,10.596647,4.619417,15.505172,0.6798627
1566,17.266325,0.6954721,14.538063,17.185715,1.6534184,22.245937,0.8701378,2.771401,22.76598,23.58277,4.688514,30.775866,1.7883453,6.894849,33.101616,1.0438726,2.5637083,9.575622,34.104736,0.7266398,14.184644,10.419738,4.0876784,16.755806,0.7266398
1567,18.54217,0.6938012,15.656253,18.496443,1.6708474,24.090351,0.86685157,2.8224034,24.596254,25.40724,4.8098507,33.353046,1.8002044,7.1254926,35.859455,1.0393021,2.5922978,9.960774,36.880566,0.7247959,15.264589,11.1438265,4.459696,17.98111,0.7247959
1568,18.54217,0.6938012,15.656253,18.496443,1.6708474,24.090351,0.86685157,2.8224034,24.596254,25.40724,4.8098507,33.353046,1.8002044,7.1254926,35.859455,1.0393021,2.5922978,9.960774,36.880566,0.7247959,15.264589,11.1438265,4.459696,17.98111,0.7247959
1569,17.916134,0.69715977,14.620494,17.853922,1.6666993,22.69613,0.8734496,2.7807393,22.901072,24.513304,4.7649446,31.597303,1.8013387,6.968963,33.5973,1.0484645,2.5726924,9.624065,34.309635,0.72850287,14.264286,10.558735,4.1022286,17.379992,0.72850287
1570,15.927535,0.6092196,16.339615,15.804871,1.485362,23.154997,0.693489,2.6033273,25.712421,21.65694,4.1045403,30.869175,1.5236174,6.3591576,35.5938,0.7817891,2.290691,9.291864,38.573128,0.63225365,15.924157,10.743366,4.9585915,15.468998,0.63225365
1571,17.626072,0.36755604,15.066468,17.55581,1.0740068,22.977642,0.23191978,1.8136932,23.631493,24.098265,3.0731015,31.714378,0.75144786,4.604723,34.2748,0.13688353,1.206603,6.5386863,35.417454,0.3752024,14.695087,9.721837,4.8958063,17.101398,0.3752024
1572,17.132273,0.59797496,17.258522,17.047705,1.487728,24.779276,0.6697991,2.6109524,27.210543,23.390467,4.17428,33.191826,1.5088346,6.4722843,37.96402,0.7448582,2.2737293,9.46303,40.844654,0.6200627,16.810587,11.327329,5.284335,16.62701,0.6200627
1573,14.731701,0.5134689,15.8064785,14.566759,1.295817,21.884188,0.4933585,2.2963529,24.84178,19.926695,3.5116515,28.889734,1.2010803,5.5167465,33.899574,0.4708234,1.8847951,8.16555,37.252895,0.52921253,15.409613,10.000525,4.977275,14.31861,0.52921253
1574,15.895501,0.55753624,16.63781,15.771762,1.3960617,23.407076,0.58457994,2.4644039,26.198923,21.610716,3.847949,31.092175,1.3641617,6.0126595,36.09896,0.61121744,2.0938137,8.856338,39.310814,0.5764234,16.211872,10.705232,5.170467,15.438193,0.5764234
1575,17.737547,0.5546083,17.884222,17.67041,1.4235257,25.74756,0.57844085,2.5091224,28.228853,24.257835,4.017813,34.505665,1.3844976,6.2605057,39.444603,0.6016205,2.1185467,9.196714,42.388542,0.57327574,17.413868,11.571912,5.5824094,17.208471,0.57327574
1576,17.217,0.67948,15.6700735,17.13494,1.6260343,23.327784,0.8384121,2.7801383,24.618847,23.512024,4.5989947,31.823143,1.7442862,6.9138083,35.157764,0.9991754,2.5392044,9.8098135,36.91483,0.7090176,15.277933,10.896081,4.5262656,16.708416,0.7090176
1577,18.318441,0.42402005,17.36607,18.266964,1.1964355,25.624514,0.32308534,2.0922713,27.385675,25.088057,3.420533,34.740917,0.95811075,5.289486,38.86416,0.2367519,1.5409945,7.72059,41.110188,0.43440244,16.914297,11.046035,5.606786,17.766314,0.43440244
1578,17.217,0.67948,15.6700735,17.13494,1.6260343,23.327784,0.8384121,2.7801383,24.618847,23.512024,4.5989947,31.823143,1.7442862,6.9138083,35.157764,0.9991754,2.5392044,9.8098135,36.91483,0.7090176,15.277933,10.896081,4.5262656,16.708416,0.7090176
1579,17.864151,0.68548113,15.798941,17.800518,1.6465306,23.837864,0.8503875,2.8042827,24.82946,24.438965,4.697453,32.709126,1.7692674,7.0269504,35.755283,1.016195,2.5655324,9.919769,37.234215,0.71562356,15.402336,11.079889,4.5435233,17.330069,0.71562356
1580,16.00775,0.6826095,14.71953,15.887761,1.610297,21.684027,0.8446674,2.7422733,23.063341,21.77266,4.4842935,29.482517,1.735618,6.7183795,32.740456,1.0080873,2.5212657,9.505542,34.555756,0.7124615,14.359965,10.269217,4.207234,15.546129,0.7124615
1581,15.301355,0.52905357,16.241348,15.1571045,1.3348349,22.6553,0.5252769,2.3624215,25.552029,20.752117,3.6475623,29.992764,1.2625246,5.719163,35.025887,0.51927316,1.9642377,8.450644,38.329914,0.5458691,15.829332,10.338683,5.0936275,14.866736,0.5458691
1582,17.916134,0.69715977,14.620494,17.853922,1.6666993,22.69613,0.8734496,2.7807393,22.901072,24.513304,4.7649446,31.597303,1.8013387,6.968963,33.5973,1.0484645,2.5726924,9.624065,34.309635,0.72850287,14.264286,10.558735,4.1022286,17.379992,0.72850287
1583,17.815842,0.6547628,16.847313,17.750875,1.5946906,24.821121,0.78829414,2.761031,26.540527,24.369862,4.5316367,33.650463,1.6839001,6.909796,37.63589,0.92616135,2.480614,9.938653,39.828773,0.6818928,16.413979,11.451115,4.993375,17.28367,0.6818928
1584,15.846164,0.45690393,16.196775,15.720761,1.215157,22.970984,0.38255963,2.1440227,25.479263,21.539505,3.3563366,30.640408,1.0318115,5.245021,35.290848,0.31261477,1.6526405,7.727111,38.219578,0.4691054,15.786317,10.206805,5.18488,15.390749,0.4691054
1585,15.846164,0.45690393,16.196775,15.720761,1.215157,22.970984,0.38255963,2.1440227,25.479263,21.539505,3.3563366,30.640408,1.0318115,5.245021,35.290848,0.31261477,1.6526405,7.727111,38.219578,0.4691054,15.786317,10.206805,5.18488,15.390749,0.4691054
1586,14.787329,0.6143276,15.494509,14.624453,1.4720182,21.638865,0.70422804,2.578748,24.33181,20.007397,4.002217,28.689444,1.5195166,6.2030144,33.3892,0.7984488,2.2843575,9.0681305,36.479538,0.63779986,15.108433,10.182083,4.6716766,14.372147,0.63779986
1587,16.517357,0.59818864,16.844948,16.41391,1.4773318,24.001554,0.67024976,2.593509,26.536673,22.506844,4.1124167,32.05623,1.4999516,6.381215,36.852943,0.7455627,2.262538,9.337235,39.822926,0.62029415,16.411697,11.036045,5.1495585,16.036057,0.62029415
1588,17.864151,0.68548113,15.798941,17.800518,1.6465306,23.837864,0.8503875,2.8042827,24.82946,24.438965,4.697453,32.709126,1.7692674,7.0269504,35.755283,1.016195,2.5655324,9.919769,37.234215,0.71562356,15.402336,11.079889,4.5435233,17.330069,0.71562356
1589,17.864151,0.68548113,15.798941,17.800518,1.6465306,23.837864,0.8503875,2.8042827,24.82946,24.438965,4.697453,32.709126,1.7692674,7.0269504,35.755283,1.016195,2.5655324,9.919769,37.234215,0.71562356,15.402336,11.079889,4.5435233,17.330069,0.71562356
1590,14.731701,0.5134689,15.8064785,14.566759,1.295817,21.884188,0.4933585,2.2963529,24.84178,19.926695,3.5116515,28.889734,1.2010803,5.5167465,33.899574,0.4708234,1.8847951,8.16555,37.252895,0.52921253,15.409613,10.000525,4.977275,14.31861,0.52921253
1591,17.010653,0.3808662,15.394301,16.922445,1.0903686,22.937439,0.25205132,1.871289,24.167923,23.215899,3.0883198,31.315304,0.78859127,4.6975155,34.538395,0.15704323,1.2796671,6.7589636,36.231,0.38911483,15.011676,9.821202,4.995823,16.510149,0.38911483
1592,14.208656,0.5605733,15.44393,14.023841,1.3676869,21.208624,0.5909553,2.418416,24.249092,19.166882,3.676355,27.907557,1.3431357,5.76322,32.928093,0.62119615,2.0682397,8.5142765,36.354095,0.5796901,15.059596,9.886394,4.775387,13.815133,0.5796901
1593,15.329331,0.58134276,16.150324,15.186072,1.4263568,22.591246,0.6347021,2.512567,25.403423,20.7926,3.9027047,29.948963,1.4287293,6.0854397,34.884277,0.6898469,2.1747022,8.946203,38.104576,0.6020764,15.741488,10.463371,4.9623456,14.89365,0.6020764
1594,17.737547,0.5546083,17.884222,17.67041,1.4235257,25.74756,0.57844085,2.5091224,28.228853,24.257835,4.017813,34.505665,1.3844976,6.2605057,39.444603,0.6016205,2.1185467,9.196714,42.388542,0.57327574,17.413868,11.571912,5.5824094,17.208471,0.57327574
1595,18.318441,0.42402005,17.36607,18.266964,1.1964355,25.624514,0.32308534,2.0922713,27.385675,25.088057,3.420533,34.740917,0.95811075,5.289486,38.86416,0.2367519,1.5409945,7.72059,41.110188,0.43440244,16.914297,11.046035,5.606786,17.766314,0.43440244
1596,18.596977,0.6966492,14.45141,18.552635,1.6763821,22.898779,0.8724486,2.770414,22.623945,25.48538,4.8305845,32.182056,1.8084623,6.992067,33.625072,1.0470781,2.5652976,9.556078,33.889294,0.72793925,14.100918,10.564374,4.038229,18.033724,0.72793925
1597,13.658797,0.51839894,15.048438,13.4522,1.2817187,20.484753,0.5034051,2.2751687,23.601974,18.366127,3.4136274,26.861364,1.1961478,5.3778105,31.880117,0.4859709,1.8801097,7.979357,35.37269,0.53447706,14.677672,9.489851,4.721314,13.285631,0.53447706
1598,14.731701,0.5134689,15.8064785,14.566759,1.295817,21.884188,0.4933585,2.2963529,24.84178,19.926695,3.5116515,28.889734,1.2010803,5.5167465,33.899574,0.4708234,1.8847951,8.16555,37.252895,0.52921253,15.409613,10.000525,4.977275,14.31861,0.52921253
1599,17.916134,0.69715977,14.620494,17.853922,1.6666993,22.69613,0.8734496,2.7807393,22.901072,24.513304,4.7649446,31.597303,1.8013387,6.968963,33.5973,1.0484645,2.5726924,9.624065,34.309635,0.72850287,14.264286,10.558735,4.1022286,17.379992,0.72850287
1600,14.710265,0.46589798,15.499978,14.544525,1.2094316,21.59311,0.3995292,2.1397974,24.340752,19.895592,3.2832842,28.596615,1.0418073,5.1502824,33.349777,0.33557376,1.6694236,7.6125655,36.493095,0.47862706,15.113712,9.728144,4.944744,14.29798,0.47862706
1601,14.184551,0.51007885,15.404657,13.998802,1.2783544,21.157295,0.4864795,2.267548,24.184862,19.131823,3.4349215,27.842966,1.1793574,5.4044375,32.844055,0.46051243,1.8570746,8.009914,36.256683,0.5255949,15.021677,9.716778,4.8510995,13.791925,0.5255949
1602,15.362489,0.6295278,15.695217,15.220398,1.5091138,22.197079,0.73605853,2.6331322,24.659945,20.84057,4.1427903,29.5897,1.5744697,6.38736,34.103912,0.847436,2.3498225,9.290961,36.97715,0.6543354,15.302206,10.423712,4.6964045,14.925546,0.6543354
1603,14.2372055,0.60966665,15.155847,14.053497,1.4527626,20.96904,0.69442976,2.5485752,23.77778,19.208403,3.9149342,27.696283,1.4955223,6.0807686,32.444427,0.7832508,2.2550914,8.907674,35.63932,0.63273895,14.781406,9.918209,4.573552,13.842619,0.63273895
1604,16.00775,0.6826095,14.71953,15.887761,1.610297,21.684027,0.8446674,2.7422733,23.063341,21.77266,4.4842935,29.482517,1.735618,6.7183795,32.740456,1.0080873,2.5212657,9.505542,34.555756,0.7124615,14.359965,10.269217,4.207234,15.546129,0.7124615
1605,14.731701,0.5134689,15.8064785,14.566759,1.295817,21.884188,0.4933585,2.2963529,24.84178,19.926695,3.5116515,28.889734,1.2010803,5.5167465,33.899574,0.4708234,1.8847951,8.16555,37.252895,0.52921253,15.409613,10.000525,4.977275,14.31861,0.52921253
1606,15.257978,0.4360741,15.529715,15.112188,1.1649667,21.977383,0.34439158,2.0503335,24.389378,20.689344,3.1968207,29.311882,0.9502835,4.9862623,33.74639,0.26305333,1.537657,7.3334737,36.566837,0.44710347,15.142423,9.753603,4.989729,14.825007,0.44710347
1607,17.643196,0.3832785,15.901653,17.57342,1.10589,23.807037,0.25579274,1.9014393,24.997284,24.122787,3.1555464,32.54882,0.8062926,4.805362,35.820377,0.16091344,1.3073053,6.920771,37.48871,0.39163896,15.501483,10.156889,5.1616035,17.117847,0.39163896
1608,18.54217,0.6938012,15.656253,18.496443,1.6708474,24.090351,0.86685157,2.8224034,24.596254,25.40724,4.8098507,33.353046,1.8002044,7.1254926,35.859455,1.0393021,2.5922978,9.960774,36.880566,0.7247959,15.264589,11.1438265,4.459696,17.98111,0.7247959
1609,15.240657,0.40288505,14.892805,15.09425,1.1012472,21.375473,0.28723085,1.9180169,23.347158,20.664272,3.0336566,28.716455,0.8360831,4.6852365,32.603134,0.19491234,1.3649125,6.831727,34.98622,0.41218722,14.527349,9.376827,4.812507,14.808344,0.41218722
1610,18.489822,0.6707598,16.822504,18.44276,1.6319175,25.20632,0.8208694,2.8076108,26.500084,25.332584,4.6820846,34.431942,1.7371885,7.0824304,37.976894,0.9739352,2.5400882,10.1054535,39.767452,0.6994326,16.390047,11.606529,4.9306474,17.930853,0.6994326
1611,17.916134,0.69715977,14.620494,17.853922,1.6666993,22.69613,0.8734496,2.7807393,22.901072,24.513304,4.7649446,31.597303,1.8013387,6.968963,33.5973,1.0484645,2.5726924,9.624065,34.309635,0.72850287,14.264286,10.558735,4.1022286,17.379992,0.72850287
1612,18.280064,0.37102538,15.746626,18.227583,1.0916708,24.029318,0.23708284,1.8551958,24.743969,25.033272,3.1456652,33.141346,0.77262557,4.737751,35.886295,0.14194569,1.2448844,6.75743,37.10457,0.3788262,15.351835,10.144187,5.118905,17.729464,0.3788262
1613,16.436195,0.4453639,16.45886,16.330166,1.2046001,23.59209,0.36121044,2.1202056,25.907013,22.390028,3.357281,31.609064,1.0024006,5.231351,36.118477,0.28452173,1.6095948,7.6873884,38.868183,0.45690748,16.039219,10.390729,5.2848268,15.958041,0.45690748
1614,17.916134,0.69715977,14.620494,17.853922,1.6666993,22.69613,0.8734496,2.7807393,22.901072,24.513304,4.7649446,31.597303,1.8013387,6.968963,33.5973,1.0484645,2.5726924,9.624065,34.309635,0.72850287,14.264286,10.558735,4.1022286,17.379992,0.72850287
1615,14.710265,0.46589798,15.499978,14.544525,1.2094316,21.59311,0.3995292,2.1397974,24.340752,19.895592,3.2832842,28.596615,1.0418073,5.1502824,33.349777,0.33557376,1.6694236,7.6125655,36.493095,0.47862706,15.113712,9.728144,4.944744,14.29798,0.47862706
1616,18.402714,0.57754385,18.234573,18.35342,1.4738529,26.497513,0.62668765,2.5914862,28.798424,25.20832,4.195146,35.644268,1.4654727,6.515192,40.471275,0.6772617,2.220385,9.539713,43.252052,0.5979756,17.751566,11.916756,5.648489,17.847223,0.5979756
1617,15.301355,0.52905357,16.241348,15.1571045,1.3348349,22.6553,0.5252769,2.3624215,25.552029,20.752117,3.6475623,29.992764,1.2625246,5.719163,35.025887,0.51927316,1.9642377,8.450644,38.329914,0.5458691,15.829332,10.338683,5.0936275,14.866736,0.5458691
1618,15.329331,0.58134276,16.150324,15.186072,1.4263568,22.591246,0.6347021,2.512567,25.403423,20.7926,3.9027047,29.948963,1.4287293,6.0854397,34.884277,0.6898469,2.1747022,8.946203,38.104576,0.6020764,15.741488,10.463371,4.9623456,14.89365,0.6020764
1619,15.329331,0.58134276,16.150324,15.186072,1.4263568,22.591246,0.6347021,2.512567,25.403423,20.7926,3.9027047,29.948963,1.4287293,6.0854397,34.884277,0.6898469,2.1747022,8.946203,38.104576,0.6020764,15.741488,10.463371,4.9623456,14.89365,0.6020764
1620,15.8269005,0.4178741,15.614263,15.700849,1.1413335,22.41891,0.31245682,1.9979048,24.527613,21.5117,3.1641717,30.092886,0.8976386,4.907141,34.244682,0.2240236,1.4579269,7.1811028,36.776474,0.4279353,15.224052,9.836312,5.036468,15.372225,0.4279353
